Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01-May-2019,333037,CPA Horticulture Limited,"1,155.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,341350,Redwood Environmental Services Limited,565.90,Revenue
NEW REGENERATION,REGENERATION & PLANNING,01-May-2019,354727,Secure-a-Field Limited,"16,105.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Merricks Private Transport Contractors Limited,552.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Merricks Private Transport Contractors Limited,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Travellink Solutions Limited,814.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365790,Travellink Solutions Limited,"3,096.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,Merricks Private Transport Contractors Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,Merricks Private Transport Contractors Limited,900.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,K-Tax Limited,"3,204.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Knights Lettings Limited T/A Knights Estate Agents,635.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Knights Lettings Limited T/A Knights Estate Agents,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,01-May-2019,407200,Masons Moving Group Limited,575.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-2019,420220,CIPFA Business Limited,500.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-2019,420220,Capita Business Services Limited,"13,395.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-2019,422100,Chubb Fire & Security Limited,"1,250.00",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,01-May-2019,831553,Arcadis Consulting (UK) Limited,"4,839.84",Capital
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365784,Rhondda Cynon Taf County Borough Council,"1,170.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365784,Rhondda Cynon Taf County Borough Council,"1,560.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Elaine Hulbert & Ptn t/a Hulbert's Property Services,550.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Peter Harris,510.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,Andrew Barnes,"1,080.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Salvatore Cannatella,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-May-2019,405113,Ian & Jackie Rogers,675.00,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01-May-2019,100112,Disclosure and Barring Service,792.00,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01-May-2019,100130,Disclosure and Barring Service,"1,232.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-May-2019,260020,Disclosure and Barring Service,"1,126.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-May-2019,260500,Disclosure and Barring Service,968.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-May-2019,403162,Disclosure and Barring Service,"1,892.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-May-2019,403330,Disclosure and Barring Service,748.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-May-2019,101095,New Directions (Education) Limited,545.93,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102604,New Directions (Education) Limited,567.30,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102604,New Directions (Education) Limited,649.65,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102604,New Directions (Education) Limited,853.78,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102604,New Directions (Education) Limited,894.45,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102604,New Directions (Education) Limited,952.92,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01-May-2019,140131,Randstad Solutions Limited,"96,985.76",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01-May-2019,140131,Randstad Solutions Limited,"102,539.88",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01-May-2019,140131,Randstad Solutions Limited,"106,690.63",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,513.60,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,545.72,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,559.09,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,559.09,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,576.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,586.08,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,633.44,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,633.44,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,673.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,673.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,710.40,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01-May-2019,303910,Hays Specialist Recruitment Limited,710.40,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01-May-2019,303931,Building Recruitment Company Limited,558.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01-May-2019,303931,Building Recruitment Company Limited,558.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,323685,Hays Specialist Recruitment Limited,989.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,323685,Hays Specialist Recruitment Limited,989.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,323685,Hays Specialist Recruitment Limited,"1,548.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,323685,Hays Specialist Recruitment Limited,"1,548.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-2019,323686,Hays Specialist Recruitment Limited,659.20,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-May-2019,407106,Building Recruitment Company Limited,677.81,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-May-2019,407108,Building Recruitment Company Limited,526.93,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-May-2019,407119,Building Recruitment Company Limited,921.88,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-May-2019,407119,Building Recruitment Company Limited,929.40,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-May-2019,102652,Skybound Therapies Limited,"7,617.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,780.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365790,Simon Lewis t/a Cowbridge and Vale Cars,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365790,Simon Lewis t/a Cowbridge and Vale Cars,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365790,Wayne Davies t/a Denway Travel,"1,020.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365802,Gary P Shaw t/a GP Shaw Taxis,680.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,Rhys VJ Morgan t/a Windsor Cars,672.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-2019,365803,Gary P Shaw t/a GP Shaw Taxis,"2,011.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-May-2019,101005,Sherman Cymru,810.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-May-2019,407130,Redlands Residents Association,"1,700.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,661.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,661.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,740.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,740.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,767.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,767.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,861.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,215489,All Care (South Wales) Limited,861.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,216179,All Care (South Wales) Limited,710.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,216179,All Care (South Wales) Limited,787.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,216179,All Care (South Wales) Limited,"1,723.14",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,216179,All Care (South Wales) Limited,"1,723.14",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,217909,All Care (South Wales) Limited,544.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-2019,217909,All Care (South Wales) Limited,618.74,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-May-2019,100121,Silversands Limited,"2,500.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-May-2019,100121,GL Education Group Limited,"14,349.44",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-May-2019,120080,Askews & Holts Library Services Limited,500.60,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02-May-2019,140117,Partnerships In Care Limited T/A Care First,726.11,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02-May-2019,140122,Childcare Vouchers Limited,"23,947.20",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02-May-2019,212791,Castell Howell Foods Limited,506.44,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-2019,325647,Complete Weed Control (South Wales) Limited,"26,202.90",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02-May-2019,333013,The Firewood Company (UK) Limited T/A Esa Tree Care,780.00,Revenue
NEW REGENERATION,REGENERATION & PLANNING,02-May-2019,359453,PPL PRS Limited,"3,619.79",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-2019,365786,Cardiff City Transport Services Limited,"114,302.28",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-2019,365803,Merricks Private Transport Contractors Limited,"10,374.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-2019,365803,Merricks Private Transport Contractors Limited,"17,760.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,02-May-2019,403204,Childcare Vouchers Limited,"1,258.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-2019,405001,Cadwyn Housing Association Limited t/a Can Do Lettings,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-2019,405001,Nina Estate Agents Limited,625.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,02-May-2019,407120,OpenView Security Solutions Limited,585.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02-May-2019,421230,Xerox Finance Limited,"13,524.40",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02-May-2019,810092,M Thomas Water Services Limited,"3,385.10",Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02-May-2019,812277,Willis Construction Limited,"45,250.49",Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02-May-2019,812322,Tugbury Electrical Services Limited,635.00,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"12,135.20",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"24,707.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"36,895.80",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"44,666.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"44,939.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-2019,837212,J & HM Dickson Limited,"51,727.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,746.62,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,160.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,161.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,166.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,166.32",Capital
