Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Sep-2018,217909,GJ Care & Training Limited,699.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Sep-2018,218321,GJ Care & Training Limited,571.20,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03-Sep-2018,100121,DSG Retail Limited,"3,214.26",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-Sep-2018,101047,G.P.H.I.T (Integrated Services) Limited,"1,080.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-Sep-2018,101047,Laurel Landscapes UK Limited,918.70,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-Sep-2018,101047,Laurel Landscapes UK Limited,"5,566.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-Sep-2018,101047,The Consortium for Purchasing and Distribution Limited,533.22,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Sep-2018,109020,Procare Nursing Agency Limited,705.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Sep-2018,109020,Procare Nursing Agency Limited,576.00,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03-Sep-2018,130045,Edson Print (Services) Limited,594.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Sep-2018,217909,Merricks Private Transport Contractors Limited,807.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Sep-2018,217909,Merricks Private Transport Contractors Limited,544.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,303900,Eden Landscapes Limited,549.99,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,303900,SCN Properties Limited,535.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,303931,G.P.H.I.T (Integrated Services) Limited,912.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,305750,G.P.H.I.T (Integrated Services) Limited,"3,600.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,305757,G.P.H.I.T (Integrated Services) Limited,"3,960.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,03-Sep-2018,319010,Watts Truck & Van (Cardiff) Limited,"3,291.63",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,03-Sep-2018,323672,AMX Solutions Limited,"1,800.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,03-Sep-2018,323672,Alpine Land Surveyors Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Ace Site Services (UK) Limited,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Ace Site Services (UK) Limited,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Ace Site Services (UK) Limited,675.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Total Ground Care Limited,"1,130.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Total Ground Care Limited,"1,760.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-Sep-2018,333013,Total Ground Care Limited,"1,320.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,03-Sep-2018,354727,Brissco (Equipment) Limited,"2,787.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03-Sep-2018,405100,ACTL Limited,"1,038.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,03-Sep-2018,407100,Civica UK Limited,"1,162.93",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,03-Sep-2018,810118,Ecolab Limited,"3,567.94",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,03-Sep-2018,837115,Bradley Associates Limited,"4,920.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842077,Omega Environmental Services Limited,569.00,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,021.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,021.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,021.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,021.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,021.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,243.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,965.68,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,250.42",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842145,SAM Drylining Limited,675.00,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03-Sep-2018,842145,SAM Drylining Limited,"1,637.42",Capital
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,03-Sep-2018,403228,Hertfordshire County Council,640.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Sep-2018,305756,Michael Bryl & Ptn T/A CW Facilities Management,"5,592.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03-Sep-2018,405100,Duncan M Evans,"2,675.75",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF SWPA PRECEPTS,03-Sep-2018,475970,The Police and Crime Commissioner for South Wales,"1,140,674.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03-Sep-2018,140131,Randstad Solutions Limited,"122,966.32",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03-Sep-2018,140131,Randstad Solutions Limited,"116,980.40",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Sep-2018,217909,April Complete Care Solutions Limited,866.90,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,03-Sep-2018,422160,Hays Specialist Recruitment Limited,701.25,Revenue
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,03-Sep-2018,837171,Emma M Price,800.00,Capital
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,730.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,715.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,724.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,708.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,637.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,538.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,696.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,595.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,622.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,781.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Care In Wales Limited T/A Care in the Vale,670.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,750.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,571.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,605.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,660.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,523.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Caring Companions Limited,599.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,555.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,532.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,216179,Care In Wales Limited T/A Care in the Vale,709.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,216179,Heidi Christoforato t/a Churchfields Home Care,534.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,216179,Nestor Primecare Services Limited t/a Allied Healthcare,723.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,218419,Care In Wales Limited T/A Care in the Vale,672.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,218419,Care In Wales Limited T/A Care in the Vale,666.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,218419,Care In Wales Limited T/A Care in the Vale,677.98,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,04-Sep-2018,100130,Capita Business Services Limited,"1,990.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Sep-2018,102652,Cardiff Steiner Early Years Centre,792.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Sep-2018,102652,Cardiff Steiner Early Years Centre,900.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Sep-2018,102652,St Davids College Trust,"12,080.00",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,04-Sep-2018,154401,Supacleen Limited,"1,520.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215803,Dwr Cymru Cyf,"1,398.99",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,217909,Consensus Support Services Limited t/a Ty Machen,"2,163.85",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Sep-2018,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,892.07,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Sep-2018,260220,PayPoint Payment Services Limited t/a CSGA Glamorgan,723.35,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,04-Sep-2018,319010,Fuchs Lubricants (UK) Plc,"-2,614.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,04-Sep-2018,323680,Marton Civil Engineering Limited,960.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,04-Sep-2018,323680,Marton Civil Engineering Limited,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,04-Sep-2018,341500,Cromwell Polythene Limited,"6,882.30",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,04-Sep-2018,365780,District Surveyors Association Limited,"2,501.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,04-Sep-2018,400052,Critiqom Limited,"1,178.74",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,04-Sep-2018,400052,Critiqom Limited,"3,483.70",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Sep-2018,405113,Clearsprings (Management) Limited T/A Clearsprings Ready Homes Limited,"2,399.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Sep-2018,405113,Clearsprings (Management) Limited T/A Clearsprings Ready Homes Limited,"2,221.60",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Sep-2018,405113,Clearsprings (Management) Limited T/A Clearsprings Ready Homes Limited,"1,513.80",Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,04-Sep-2018,812289,D & M Mechanical Engineers Limited,"1,350.00",Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,04-Sep-2018,835375,Baillie Kerr Limited,"6,658.65",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Sep-2018,842181,Atec Drainage Systems Limited,944.00,Capital
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,04-Sep-2018,400051,The Association of Electoral Administrators,"1,585.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04-Sep-2018,103065,New Directions (Education) Limited,657.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,04-Sep-2018,407106,James Andrews Recruitment Solutions Limited,640.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215486,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"1,774.66",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215486,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,855.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Avan Limited T/A Brightside Manor,600.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"5,633.52",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,"2,479.94",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Sep-2018,215489,Duffryn Ffrwd Manor Limited,549.49,Revenue
