Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-Feb-2019,101025,Schools Into Europe Limited,"2,200.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-Feb-2019,101025,Societe Generale Equipment Finance Limited,532.78,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-Feb-2019,101025,The Learning Partnership (Wales) Limited,699.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01-Feb-2019,101216,Computacenter (UK) Limited,"4,641.24",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01-Feb-2019,120059,Lyreco UK Limited,610.23,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-Feb-2019,130206,PA Promotions Limited,754.20,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01-Feb-2019,140122,Childcare Vouchers Limited,-600.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01-Feb-2019,140122,Childcare Vouchers Limited,"25,445.96",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-Feb-2019,323672,Alpine Land Surveyors Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01-Feb-2019,333200,Jewson Limited,686.72,Revenue
NEW REGENERATION,REGENERATION & PLANNING,01-Feb-2019,352730,Moonforge Limited T/A Mister Window,"4,150.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,01-Feb-2019,356021,David Evans Agricultural Limited,675.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365786,Cardiff City Transport Services Limited,"108,530.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365789,Watts Coaches Limited,"8,486.26",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365790,Watts Coaches Limited,"54,286.30",Revenue
NEW REGENERATION,REGENERATION & PLANNING,01-Feb-2019,365792,Alpine Land Surveyors Limited,"4,625.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365794,Watts Coaches Limited,"6,779.24",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365795,Watts Coaches Limited,"6,123.70",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365803,Merricks Private Transport Contractors Limited,"17,184.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365803,Merricks Private Transport Contractors Limited,"1,440.00",Revenue
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,01-Feb-2019,835375,AECOM Limited,"5,099.42",Capital
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365802,Ceri Byles,"1,080.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407118,James Andrews Recruitment Solutions Limited,"1,152.82",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407118,James Andrews Recruitment Solutions Limited,"1,292.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407118,James Andrews Recruitment Solutions Limited,"1,152.82",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Building Recruitment Company Limited,"1,323.54",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Building Recruitment Company Limited,"1,084.47",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,328.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,149.12",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,614.07",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,059.36",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,328.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,328.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,614.07",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,328.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,328.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,Hays Specialist Recruitment Limited,"1,585.07",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Feb-2019,407119,James Andrews Recruitment Solutions Limited,"1,113.03",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Feb-2019,260160,Mandy Squires t/a The Therapy Project,600.00,Revenue
NEW REGENERATION,REGENERATION & PLANNING,01-Feb-2019,352718,John Prosser t/a JS Prosser Decorator,"2,208.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,"1,140.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,"1,235.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365790,Simon Lewis t/a Cowbridge and Vale Cars,950.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365790,Simon Lewis t/a Cowbridge and Vale Cars,"1,080.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365802,Gary P Shaw t/a GP Shaw Taxis,"1,088.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Feb-2019,365803,Gary P Shaw t/a GP Shaw Taxis,"3,180.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101013,CF Corporate Finance Limited,999.99,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101013,Solutions in Technology (IT) Limited,615.51,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101031,J & D Water Consultants Limited,600.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101031,Ministry of Furniture Limited,998.07,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101031,Superstars School Services Limited,648.30,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101032,Ascari Office Limited,"1,498.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101075,Create Development Limited,"1,895.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101095,Dwr Cymru Cyf,"2,753.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101140,DSG Retail Limited,635.44,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101140,eBuyer UK Limited,566.62,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101202,Amazon EU Sarl UK Branch,"1,154.16",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101304,Chubb Fire & Security Limited,647.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101304,One Team Logic Limited,760.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101304,Taro Nod Limited,580.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101304,Taro Nod Limited,580.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101305,Capita Business Services Limited,545.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101305,Incube Limited,"4,705.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,102636,Empowering Learning Limited,514.80,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,102636,Empowering Learning Limited,514.80,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,102636,Empowering Learning Limited,500.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04-Feb-2019,103202,Academics Limited,695.25,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,04-Feb-2019,120057,Lyreco UK Limited,"1,542.86",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,04-Feb-2019,120080,JCS Online Resources Limited,"4,221.80",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,04-Feb-2019,130041,HJ Consulting Limited,888.00,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,04-Feb-2019,157800,Castell Howell Foods Limited,"1,078.83",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,190052,RT Safety Limited,600.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,217909,Consensus Support Services Limited t/a Ty Machen,"2,285.13",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,572.05,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260250,NonStop Recruitment Limited,"1,332.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260250,NonStop Recruitment Limited,"1,332.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260500,Premier Rolls (South) Limited,"1,260.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260500,Premier Rolls (South) Limited,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325343,Calibre Contracting Limited,"1,640.16",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325343,Cemex UK Materials Limited,685.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325349,Calibre Contracting Limited,666.11,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325353,Calibre Contracting Limited,"2,318.92",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325353,Garth Plant Hire Limited,885.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Feb-2019,325353,Wolseley UK Limited,"1,612.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,04-Feb-2019,333013,Ace Site Services (UK) Limited,580.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,04-Feb-2019,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04-Feb-2019,365786,Easyway Minicoach Hire Limited,"6,939.54",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04-Feb-2019,365787,Cardiff City Transport Services Limited,"6,090.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04-Feb-2019,365791,Easyway Minicoach Hire Limited,"9,958.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04-Feb-2019,365803,Travellink Solutions Limited,"1,242.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Feb-2019,407120,Frontline EPCs LLP,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Feb-2019,407120,Frontline EPCs LLP,600.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Feb-2019,422130,Woodland Electrical Barry Limited,"1,483.70",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,04-Feb-2019,440010,MRNI Research Limited T/A Future Focus Research Limited,"8,500.00",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,04-Feb-2019,831547,Siemens Mobility Limited,"2,431.80",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Feb-2019,843004,Complete Business Solutions Group Limited,890.00,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101031,Eastern Shires Purchasing Organisation,583.70,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101094,Wiltshire County Council,"1,022.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101261,Eastern Shires Purchasing Organisation,532.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Feb-2019,402450,Bridgend County Borough Council,"17,178.02",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04-Feb-2019,103401,Betsan Criddle,"78,980.96",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,102652,University of South Wales,949.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,217901,HM Courts & Tribunal Service - Court of Protection,500.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Feb-2019,260050,Bacs only - HM Court & Tribunals Service,"28,770.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,04-Feb-2019,400051,Cabinet Office,"1,254.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,04-Feb-2019,471901,South Wales Fire and Rescue Service,"500,508.00",Revenue
DIRECT POLICY,GF FUNDING,04-Feb-2019,475970,The Police and Crime Commissioner for South Wales,"1,140,674.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101047,New Directions (Education) Limited,526.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101261,New Directions (Education) Limited,600.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Feb-2019,101305,Bay Resourcing Limited,613.36,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Feb-2019,102636,Apollo Teaching Services Limited,665.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04-Feb-2019,103095,New Directions (Education) Limited,534.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,April Complete Care Solutions Limited,584.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,216179,April Complete Care Solutions Limited,922.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,217909,April Complete Care Solutions Limited,752.12,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Feb-2019,407119,Building Recruitment Company Limited,"2,277.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Feb-2019,407119,Building Recruitment Company Limited,"1,097.97",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Acorn Luxury Care Limited,549.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Avan Limited T/A Brightside Manor,600.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,700.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Capital Care Limited t/a Ael-Y-Bryn Care Home,524.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Glamorgan Care Limited t/a Danygraig House,666.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),517.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Hebron Hall Limited,505.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,562.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,512.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,MHA Care Group t/a Morel Court,510.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,MHA Care Group t/a Morel Court,601.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,MHA Care Group t/a Morel Court,531.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,592.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,602.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,518.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,544.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,617.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,614.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Feb-2019,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,Revenue
