Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,GJ Care & Training Limited,559.02,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,GJ Care & Training Limited,618.26,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Parkrow Care Limited,568.78,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Parkrow Care Limited,600.48,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,217909,GJ Care & Training Limited,699.54,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,218321,GJ Care & Training Limited,571.20,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101025,Schools Into Europe Limited,"10,683.56",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101030,Academics Limited,"2,132.40",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101030,Academics Limited,"1,340.36",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101030,Academics Limited,912.20,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101030,The Consortium for Purchasing and Distribution Limited,514.58,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101063,Print & Stationery Management Co Limited t/a Prism,"1,619.00",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101063,The Consortium for Purchasing and Distribution Limited,"1,161.89",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101075,Fronting The Challenge Projects Limited t/a Thrive,721.28,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101095,eBuyer UK Limited,"5,389.28",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101171,Academics Limited,806.80,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101171,Circle IT Solutions Limited,"2,179.95",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101233,EDF Energy Plc,736.92,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101233,Ignite & Inspire Limited,"1,015.00",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101233,The Running School Limited t/a The Movement & Running School,"1,330.00",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101233,Virtual College Limited,760.00,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,102594,Dwr Cymru Cyf,637.25,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,102594,INVEC Investigation Services Limited,"1,714.80",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,102594,SysCon Limited,858.10,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,102801,CJ Contract Travel Services Limited,688.50,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,157800,Castell Howell Foods Limited,"1,813.69",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,157800,DairyLink UK Limited,620.27,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,300600,Numlock Limited t/a Continuity Shop,"1,362.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303901,Edmundson Electrical Limited,"1,186.09",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303901,Handicare Accessibility Limited,"1,610.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303931,G.P.H.I.T (Integrated Services) Limited,"1,200.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303931,G.P.H.I.T (Integrated Services) Limited,"3,240.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303931,G.P.H.I.T (Integrated Services) Limited,"5,105.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,304103,AKW Medi-Care Limited,633.95,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,304103,N & C Building Products Limited,586.27,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305717,G.P.H.I.T (Integrated Services) Limited,"3,695.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305721,G.P.H.I.T (Integrated Services) Limited,"6,190.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305725,G.P.H.I.T (Integrated Services) Limited,"1,970.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305726,G.P.H.I.T (Integrated Services) Limited,"5,850.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305741,G.P.H.I.T (Integrated Services) Limited,"3,240.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,305744,G.P.H.I.T (Integrated Services) Limited,"9,295.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,319010,Premier Diagnostics Limited,695.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,325644,Centregreat Limited,"68,802.03",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,333550,British Soil (Western) Limited,"1,415.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,341500,Cromwell Polythene Limited,"4,077.63",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,352730,Hexion UK Limited,"11,890.58",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,352730,Hexion UK Limited,"2,321.89",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,359341,Sterling Hydrotech Limited,521.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,365803,CJ Contract Travel Services Limited,"21,577.65",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405113,Interlet Residential Limited,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405113,Knights Lettings Limited T/A Knights Estate Agents,635.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,01-Aug-2018,421230,Power Tecnique Limited,"5,110.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,01-Aug-2018,421230,Power Tecnique Limited,"3,920.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,01-Aug-2018,422003,Frontline EPCs LLP,651.00,Revenue
DIRECT CAPITAL LEARN AND SKILLS,DIRECT CAPITAL LEARN AND SKILLS,01-Aug-2018,812297,ARC Electrical Engineering Solutions Limited,"28,014.90",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,01-Aug-2018,831534,Capita Property and Infrastructure Limited,"6,112.78",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,834231,Dwr Cymru Cyf,"76,134.52",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,01-Aug-2018,842068,Willis Construction Limited,"98,946.21",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,GKR Maintenance & Building Co. Limited,"4,979.73",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,GKR Maintenance & Building Co. Limited,"4,071.67",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,Handicare Accessibility Limited,"4,181.00",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,Prism UK Medical Limited T/A Prism Medical Westholme,"1,747.75",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,R & M Williams Limited,"5,290.12",Capital
DIRECT CAPITAL DEVELOPMENT,DIRECT CAPITAL DEVELOPMENT,01-Aug-2018,845003,Steddy Limited,"6,979.50",Capital
DIRECT CAPITAL POLICY,DIRECT CAPITAL POLICY,01-Aug-2018,852234,Phonelink Installations Limited,"15,871.49",Capital
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,216181,Cardiff & Vale University Local Health Board,"3,703.44",Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,239011,Torfaen County Borough Council,"2,400.00",Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,239043,Blaenau Gwent County Borough Council,"40,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,341001,Cardiff County Council,"1,098.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,01-Aug-2018,471900,Rhondda Cynon Taff County Borough Council,"1,638.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,359457,Leanne Witts & Ptn t/a Girl & Boy Studio,"1,225.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405113,Elaine Hulbert & Ptn t/a Hulbert's Property Services,550.00,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,260050,Emma Sutton,"1,250.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,365803,Andrew Barnes,"1,485.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405113,Salvatore Cannatella,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405113,Sharon Metson,650.00,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,101030,Teaching Personnel Limited,618.52,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,01-Aug-2018,102594,BS Project Services Limited,615.43,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,323686,Hays Specialist Recruitment Limited,"1,505.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,323686,Hays Specialist Recruitment Limited,640.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,405305,James Andrews Recruitment Solutions Limited,906.50,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,756.96,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,536.85,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,540.75,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,857.92,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,652.54,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,816.14,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,695.68,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,584.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,667.86,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,215489,Willowmere Home Care Agency Limited,695.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,303910,Elwyn J Kerslake t/a Woodland Electrical,"2,083.83",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,304103,Ashley Lynch-Wilson t/a ALW Steel Fabricator,540.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,01-Aug-2018,460203,Steve Dancey t/a The Hold Up,"2,002.00",Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,01-Aug-2018,216181,Sight Cymru,"4,105.06",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,356021,National Heritage Memorial Fund,"-4,441.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,01-Aug-2018,403221,Royal Society For Public Health,600.00,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,582.40,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,582.40,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,621.60,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,597.15,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,510.77,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,645.10,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,618.94,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,514.08,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,593.87,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Annwyl Limited t/a Bluebird Care,655.25,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Annwyl Limited t/a Bluebird Care,666.68,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Annwyl Limited t/a Bluebird Care,732.21,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Annwyl Limited t/a Bluebird Care,608.80,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,617.90,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,"1,218.59",Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,637.01,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,572.52,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,538.54,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cherish Cymru Limited,533.74,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Hallows Care Limited T/A Hallows Care,690.95,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Hallows Care Limited T/A Hallows Care,635.32,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Hallows Care Limited T/A Hallows Care,618.29,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Hallows Care Limited T/A Hallows Care,608.35,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,All Care (South Wales) Limited,730.06,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,All Care (South Wales) Limited,553.13,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,Hallows Care Limited T/A Hallows Care,597.79,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,Heidi Christoforato t/a Churchfields Home Care,534.21,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,217909,1st Grade Care Limited,676.70,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,217909,All Care (South Wales) Limited,505.29,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,218419,All Care (South Wales) Limited,680.68,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,218419,Annwyl Limited t/a Bluebird Care,625.01,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101065,Sportsafe UK Limited,512.47,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101094,Academics Limited,535.28,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101094,Academics Limited,669.10,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101137,DSG Retail Limited,726.63,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101137,Glen Cleaning Company Limited,"2,007.16",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101137,iTeach Limited,684.00,Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,120080,Askews & Holts Library Services Limited,639.06,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cardiff Homecare Limited,708.18,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,215489,Cardiff Homecare Limited,766.92,Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,Gofal Cymru Care Limited,"12,000.00",Revenue
DIRECT SOCIAL SERVICES,DIRECT SOCIAL SERVICES,02-Aug-2018,216179,Gofal Cymru Care Limited,"12,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,305739,G.P.H.I.T (Integrated Services) Limited,"5,025.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,319010,Dawsonrentals Materials Handling Equipment Limited t/a Dawsonrentals Sweepers,"2,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,319010,Dawsonrentals Materials Handling Equipment Limited t/a Dawsonrentals Sweepers,"2,200.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,319010,Leeds Commercial Limited T/A LC Vehicle Hire,"3,300.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,319010,RD Geeson (Derby) Limited T/A Harprule Hire,"4,025.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,319010,RD Geeson (Derby) Limited T/A Harprule Hire,"4,025.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,354717,Golley Slater Group Limited,510.77,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,400052,Royal Mail Group Limited,"2,423.62",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,400052,Royal Mail Group Limited,"3,759.48",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,400063,British Telecommunications Plc,"45,714.85",Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,403135,Lyreco UK Limited,578.32,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,02-Aug-2018,440530,Zipporah Limited,"3,713.15",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,02-Aug-2018,842182,Warrior Doors Limited,"9,553.69",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,02-Aug-2018,842182,Warrior Doors Limited,"9,553.69",Capital
DIRECT CAPITAL POLICY,DIRECT CAPITAL POLICY,02-Aug-2018,852513,Commercial Transfer Limited,522.00,Capital
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101317,Yorkshire Purchasing Organisation,"1,197.56",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,150690,St Cyres Comprehensive School,"3,044.04",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,DIRECT MANAGING DIRECTOR AND RESOURCES,02-Aug-2018,440530,Carmarthenshire County Council,"13,500.00",Revenue
DIRECT LEARNING AND SKILLS,DIRECT LEARNING AND SKILLS,02-Aug-2018,101860,PSC - Alison Powell,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,DIRECT ENVIRONMENT AND HOUSING,02-Aug-2018,359457,Sian Roberts,"1,540.00",Revenue
