Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01-Mar-2019,212781,Castell Howell Foods Limited,639.46,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Mar-2019,215121,Tunstall Healthcare (UK) Limited,"1,193.10",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-Mar-2019,323655,Computacenter (UK) Limited,"1,129.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-Mar-2019,323655,Computacenter (UK) Limited,"1,202.38",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-Mar-2019,323687,Computacenter (UK) Limited,"1,129.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01-Mar-2019,333036,Datastox Limited,"6,615.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Mar-2019,365793,Edwards Coaches Limited,"4,324.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Mar-2019,407120,Heatforce (Wales) Limited,"1,960.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Mar-2019,407120,Heatforce (Wales) Limited,"1,960.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Mar-2019,407120,Heatforce (Wales) Limited,"1,960.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Mar-2019,407120,Heatforce (Wales) Limited,"1,960.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,01-Mar-2019,440617,Lyreco UK Limited,701.35,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Mar-2019,403226,Neath & Port Talbot County Borough Council,900.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-Mar-2019,300606,University of South Wales,875.00,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01-Mar-2019,239291,Acorn Recruitment Limited,510.23,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Mar-2019,407119,Building Recruitment Company Limited,"-1,084.47",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Mar-2019,215489,Vale Care Services Limited,826.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Mar-2019,215489,Vale Care Services Limited,826.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Mar-2019,215489,Vale Care Services Limited,826.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Mar-2019,215489,Vale Care Services Limited,708.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Mar-2019,365790,Wayne Davies t/a Denway Travel,"1,360.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,1st Grade Care Limited,613.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,1st Grade Care Limited,621.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,735.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,693.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,742.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,868.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,739.22,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,770.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cherish Cymru Limited,"1,688.02",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cherish Cymru Limited,562.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cherish Cymru Limited,617.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cherish Cymru Limited,603.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Cherish Cymru Limited,637.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,GJ Care & Training Limited,559.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,GJ Care & Training Limited,656.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,GJ Care & Training Limited,623.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,GJ Care & Training Limited,618.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,591.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,690.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,635.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,635.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,618.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,618.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Hallows Care Limited T/A Hallows Care,611.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Parkrow Care Limited,596.22,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Parkrow Care Limited,600.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,903.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,922.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,GJ Care & Training Limited,699.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,218321,GJ Care & Training Limited,571.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,218321,Recovery Care Limited,"2,472.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,323655,Storm Geomatics Limited,"9,998.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Mar-2019,101094,Ikea Limited T/A Ikea Business,"1,345.83",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Mar-2019,101094,The Learning Partnership (Wales) Limited,702.20,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,04-Mar-2019,140117,Partnerships In Care Limited T/A Care First,726.11,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,04-Mar-2019,140122,Childcare Vouchers Limited,"26,081.75",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215121,Tunstall Healthcare (UK) Limited,"1,873.50",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Allied Health-Services Limited t/a Allied Healthcare,575.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Allied Health-Services Limited t/a Allied Healthcare,535.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,Allied Health-Services Limited t/a Allied Healthcare,575.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),501.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215803,Dwr Cymru Cyf,"1,879.56",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Everycare (Cardiff) Limited,822.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Merricks Private Transport Contractors Limited,513.00,Revenue
DIRECT YOS,GF YOS,04-Mar-2019,221371,Unitas Academy Limited,750.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,260250,NonStop Recruitment Limited,792.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,04-Mar-2019,301050,Dwr Cymru Cyf,590.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,04-Mar-2019,303910,Woodland Electrical Barry Limited,"1,355.95",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,04-Mar-2019,303930,ADC Fire Systems Limited,562.19,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,04-Mar-2019,303950,Burner Efficiency Services Limited,640.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,04-Mar-2019,303950,J & D Water Consultants Limited,700.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,04-Mar-2019,304103,Custom Steel Design Limited,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,04-Mar-2019,319010,Go Plant Fleet Services Limited,875.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,04-Mar-2019,319010,Go Plant Fleet Services Limited,525.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,04-Mar-2019,319010,Leeds Commercial Limited T/A LC Vehicle Hire,"3,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,323685,Capita Property and Infrastructure Limited,"1,802.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,325202,Metric Group Limited,"2,858.66",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,325202,Metric Group Limited,669.94,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,325207,Consortio Security Limited,"3,173.04",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Mar-2019,325353,Cemex UK Materials Limited,509.27,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,04-Mar-2019,333500,British Soil (Western) Limited,550.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,04-Mar-2019,333500,Dwr Cymru Cyf,717.33,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,04-Mar-2019,400043,DEF Software Limited,"3,698.61",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405001,L Mustoe Limited,565.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405100,ACTL Limited,976.90,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405112,Newydd Housing Association (1974) Limited,"5,563.85",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Mar-2019,422103,Dwr Cymru Cyf,"2,257.22",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Mar-2019,422120,Dwr Cymru Cyf,"2,844.89",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Mar-2019,422201,Dwr Cymru Cyf,"5,024.68",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL ENGINEER,04-Mar-2019,831207,Capita Glamorgan Consultancy Limited T/A Redstart,"3,397.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Mar-2019,843004,Integrex Limited,"5,995.00",Capital
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,04-Mar-2019,130274,Colwinston Community Council,"2,000.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,04-Mar-2019,356600,Paul Robinson & Ptn T/A RM Scaffolding,520.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,04-Mar-2019,101094,Kate Derbyshire,"1,225.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,260050,Ruth Henke QC,"3,047.50",Revenue
DIRECT POLICY,GF MISCELLANEOUS POLICY,04-Mar-2019,479050,James Marwick,"1,705.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,04-Mar-2019,100130,Disclosure and Barring Service,704.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,209157,Cardiff University,829.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215001,Disclosure and Barring Service,"1,320.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,260020,Disclosure and Barring Service,924.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,260500,Disclosure and Barring Service,968.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,215489,April Complete Care Solutions Limited,584.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,216179,April Complete Care Solutions Limited,728.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,April Complete Care Solutions Limited,739.78,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405306,Building Recruitment Company Limited,643.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405306,Building Recruitment Company Limited,643.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405306,Building Recruitment Company Limited,643.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405306,Building Recruitment Company Limited,643.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,04-Mar-2019,405306,Building Recruitment Company Limited,651.60,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Mar-2019,407106,Building Recruitment Company Limited,811.72,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Mar-2019,407119,Building Recruitment Company Limited,668.22,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Susan Heffernan T/A Baruc Guest House,633.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Susan Heffernan T/A Baruc Guest House,980.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Mar-2019,217909,Walter Standen T/A Standens Contract Hire,840.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04-Mar-2019,260265,Walter Standen T/A Standens Contract Hire,739.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,04-Mar-2019,304103,Andrew Kirke t/a Metron Wrought Ironwork,"1,040.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Mar-2019,218291,Heritage Decorators (South Wales) Limited,"2,500.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,05-Mar-2019,100121,Capita Business Services Limited,"17,250.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05-Mar-2019,101006,eBuyer UK Limited,828.89,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05-Mar-2019,102593,Education Staffing Solutions Limited,"1,724.20",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,102632,Inspired Learners Limited,530.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,102632,Inspired Learners Limited,"1,440.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,102652,Orbis Education and Care Limited,"8,435.37",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,102652,Orbis Education and Care Limited,"5,714.58",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,102652,Orbis Education and Care Limited,"8,435.37",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,05-Mar-2019,130041,HJ Consulting Limited,888.00,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,05-Mar-2019,130045,UK Laser Supplies Limited,589.74,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,05-Mar-2019,130260,Baker Ross Limited,516.36,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,05-Mar-2019,157800,Castell Howell Foods Limited,"1,203.61",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Mar-2019,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Mar-2019,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Mar-2019,217909,Consensus Support Services Limited t/a Ty Machen,"2,285.13",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260050,E4Law Limited t/a Lextox,"1,304.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260050,E4Law Limited t/a Lextox,"1,304.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260050,E4Law Limited t/a Lextox,651.60,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260050,E4Law Limited t/a Lextox,596.94,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260050,E4Law Limited t/a Lextox,"1,449.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Birribi Limited,"17,714.33",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Foster Care Associates Limited,"5,543.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Foster Care Associates Limited,"5,376.48",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Hafan Saff Cyf,"12,071.45",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Harmony Children's Services Limited,"17,714.29",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"3,186.40",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"3,186.40",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"3,267.88",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"3,026.80",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"2,856.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"2,859.92",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,568.95,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Independent Foster Care Services Limited,"2,486.30",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,Orbis Education and Care Limited,"23,504.72",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260060,TLC (Wales) Independent Fostering Limited,"4,140.08",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260115,Llamau Limited,"9,259.75",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260115,Llamau Limited,"9,259.75",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260210,NonStop Recruitment Limited,"1,332.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Mar-2019,260210,NonStop Recruitment Limited,"1,332.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,05-Mar-2019,325349,Signify Commercial UK Limited,659.60,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,05-Mar-2019,333500,ARC Electrical Engineering Solutions Limited,927.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,05-Mar-2019,333510,Ace Site Services (UK) Limited,550.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,05-Mar-2019,333510,Ace Site Services (UK) Limited,510.00,Revenue
NEW REGENERATION,REGENERATION & PLANNING,05-Mar-2019,354717,Golley Slater Group Limited,"1,308.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,05-Mar-2019,365789,Travellink Solutions Limited,"1,110.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,05-Mar-2019,365790,Premier Cars (Cardiff) Limited,520.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,05-Mar-2019,365790,Travellink Solutions Limited,"3,768.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,05-Mar-2019,365803,CJ Contract Travel Services Limited,"2,184.24",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,05-Mar-2019,400050,Golley Slater Group Limited,"2,902.12",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,05-Mar-2019,403207,Minton Treharne & Davies Limited,"1,826.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,05-Mar-2019,403217,Golley Slater Group Limited,703.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,05-Mar-2019,403219,Golley Slater Group Limited,703.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,05-Mar-2019,403227,Golley Slater Group Limited,703.89,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05-Mar-2019,405100,L Mustoe Limited,"2,166.13",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05-Mar-2019,405113,Interlet Residential Limited,650.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05-Mar-2019,405113,Knights Lettings Limited T/A Knights Estate Agents,635.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05-Mar-2019,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,Revenue
