Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Jan-19,325790,Calibre Contracting Limited,854.07,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Jan-19,341180,G.A.E. Smith (Holdings) Limited t/a Casepak,"1,946.78",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Jan-19,341220,G.A.E. Smith (Holdings) Limited t/a Casepak,"80,120.24",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02-Jan-19,831503,Kiely Bros Limited,"247,439.16",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02-Jan-19,831503,Kiely Bros Limited,"5,000.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02-Jan-19,831503,Kiely Bros Limited,"14,945.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,02-Jan-19,834231,Alun Griffiths (Contractors) Limited,"1,124,272.66",Capital
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02-Jan-19,239043,Carmarthenshire County Council,"40,000.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260050,Rebecca Stickler,"1,540.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,02-Jan-19,471900,HM Revenue and Customs - Glasgow - Chaps,"40,027.00",Revenue
DIRECT POLICY,GF FUNDING,02-Jan-19,475970,The Police and Crime Commissioner for South Wales,"1,140,674.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260120,Liquid Personnel Limited,"1,683.50",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260210,Liquid Personnel Limited,"1,428.05",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260210,Liquid Personnel Limited,646,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260210,Liquid Personnel Limited,"1,427.83",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260210,Liquid Personnel Limited,"1,428.73",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Jan-19,260210,Liquid Personnel Limited,"1,424.45",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,215489,Vale Care Services Limited,826.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,215489,Vale Care Services Limited,826,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Amethyst Healthcare Limited t/a Hillstone House,"7,798.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Consensus Support Services Limited t/a Ty Hendy,"11,244.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Crosshands Care Limited,"4,808.08",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Crosshands Care Limited,"3,360.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Crosshands Care Limited,"4,514.72",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Inspiration Lifestyle Services Limited T/A Ceriosen Bren Care Home,"7,528.30",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Senad Limited T/A Winslow Court,"32,602.44",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,217909,Walter Standen T/A Standens Contract Hire,630,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02-Jan-19,319010,Ceri Williams t/a Mobile Tyre Services,"1,255.35",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Jan-19,216179,Capability Scotland,"4,962.52",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,All Saints DC Limited,519.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,All Saints DC Limited,603.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,All Saints DC Limited,787.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,All Saints DC Limited,748.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,All Saints DC Limited,808.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,770.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,770.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,516.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Jan-19,216179,All Saints DC Limited,543.4,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Jan-19,102703,Pearson Education Limited,-578.75,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03-Jan-19,209158,Edwards Coaches Limited,"1,455.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,03-Jan-19,352730,Hexion UK Limited,"3,475.81",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03-Jan-19,365786,New Adventure Travel Limited,"21,973.22",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03-Jan-19,365796,New Adventure Travel Limited,"13,090.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,03-Jan-19,409101,Custom Steel Design Limited,"1,100.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,03-Jan-19,422100,WWS 1987 Limited T/A Welsh Window Systems,650,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03-Jan-19,260150,The Fostering Network - Wales Office,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,03-Jan-19,407100,University of South Wales,"2,320.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03-Jan-19,405305,James Andrews Recruitment Solutions Limited,906.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03-Jan-19,405108,Hafod Care Association Limited,"4,439.24",Revenue
NEW REGENERATION,REGENERATION & PLANNING,03-Jan-19,352718,John Prosser t/a JS Prosser Decorator,660,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,1st Grade Care Limited,532.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,1st Grade Care Limited,582.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,1st Grade Care Limited,621.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,1st Grade Care Limited,752.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,584.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,620.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,618.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,680.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,658.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,507.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,775.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,All Care (South Wales) Limited,908.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,735.53,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,903.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,693.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,742.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,703.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,770.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cherish Cymru Limited,540.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cherish Cymru Limited,617.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cherish Cymru Limited,603.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cherish Cymru Limited,637.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Cherish Cymru Limited,615,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Hallows Care Limited T/A Hallows Care,690.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Hallows Care Limited T/A Hallows Care,635.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Hallows Care Limited T/A Hallows Care,618.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Hallows Care Limited T/A Hallows Care,618.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,535.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,795.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,529.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,933.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,795.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,695.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,838.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,"1,040.34",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,841.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,994.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,795.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,900.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,872.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,546.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Willowmere Home Care Agency Limited,838.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,All Care (South Wales) Limited,730.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,All Care (South Wales) Limited,614.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,All Care (South Wales) Limited,855.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,Hallows Care Limited T/A Hallows Care,597.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,Willowmere Home Care Agency Limited,551.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,216179,Willowmere Home Care Agency Limited,"3,309.12",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217909,All Care (South Wales) Limited,505.29,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,04-Jan-19,140122,Childcare Vouchers Limited,"26,700.80",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,04-Jan-19,212741,Castell Howell Foods Limited,542.96,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,04-Jan-19,212741,PHS Group Plc,561.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215025,Mind in the Vale of Glamorgan Limited,"13,496.43",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215025,Mind in the Vale of Glamorgan Limited,"7,260.56",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215489,Salutem LD BIDCO IV Limited t/a Ambito Care & Education,"1,238.24",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217541,Care Management Group Limited,826.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217541,Cartrefi Cymru Co-Operative Limited,"57,285.37",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217909,Cabs 64 Limited,708,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217909,Everycare (Cardiff) Limited,"1,031.68",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217909,Salutem LD BIDCO IV Limited t/a Ambito Care & Education,"11,771.27",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Jan-19,323665,Redwood Environmental Services Limited,"1,606.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Jan-19,325351,Aber Wrought Iron Limited,"22,465.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04-Jan-19,341182,FCC Recycling (UK) Limited,"104,999.08",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04-Jan-19,365786,Cardiff City Transport Services Limited,"101,494.24",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,04-Jan-19,407111,NCC Services Limited,630,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Jan-19,420211,House of Print (UK) Limited,"2,253.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04-Jan-19,420212,Computacenter (UK) Limited,688.26,Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,04-Jan-19,810120,LCB Construction Limited,"53,243.78",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,633.50",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,851.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,851.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,851.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,386.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,851.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,386.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,633.50",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04-Jan-19,842067,Fusion Electrical & Building Services Engineering Limited,"1,905.30",Capital
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,218411,Cardiff & Vale University Local Health Board,"-4,557.49",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,04-Jan-19,239291,Acorn Recruitment Limited,"3,529.08",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215025,Age Concern Cardiff & Vale of Glamorgan t/a Age Connects Cardiff and the Vale,"10,928.75",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,215025,Age Concern Cardiff & Vale of Glamorgan t/a Age Connects Cardiff and the Vale,"6,672.25",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04-Jan-19,217909,Freeways Trust,"2,992.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,07-Jan-19,101110,Dwr Cymru Cyf,"1,832.57",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,07-Jan-19,101221,Dwr Cymru Cyf,751.92,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,07-Jan-19,102632,Inspired Learners Limited,"2,873.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,07-Jan-19,102652,St Davids College Trust,"12,120.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,07-Jan-19,130041,HJ Consulting Limited,888,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,07-Jan-19,301062,G.P.H.I.T (Integrated Services) Limited,760.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,07-Jan-19,301062,G.P.H.I.T (Integrated Services) Limited,900,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,07-Jan-19,319010,Go Plant Fleet Services Limited,"3,750.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,07-Jan-19,319010,Go Plant Fleet Services Limited,"3,625.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,07-Jan-19,319010,Refuse Vehicle Solutions Limited,"3,520.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,07-Jan-19,319010,Riverside Truck Rental Limited,"1,295.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,323200,Buchanan Computing Limited,"1,772.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,323672,Alpine Land Surveyors Limited,600,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,323675,Symmons Madge Associates Limited,540.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325343,Cemex UK Materials Limited,868.99,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325349,Cemex UK Materials Limited,588.74,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325349,Cemex UK Materials Limited,"1,432.16",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325349,Cemex UK Materials Limited,585.09,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325349,G.P.H.I.T (Integrated Services) Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325600,Calibre Contracting Limited,718.63,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325600,Calibre Contracting Limited,"1,143.45",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325621,Calibre Contracting Limited,707.85,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,325700,Viatec (UK) Limited,518.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,07-Jan-19,341157,British Polythene Limited t/a BPI Recycled Products,"4,209.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,07-Jan-19,356020,The Abbey Cleaning Services Limited,610.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,07-Jan-19,365791,Cardiff City Transport Services Limited,"1,475.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,07-Jan-19,365793,Edwards Coaches Limited,"3,906.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07-Jan-19,405001,Nina Estate Agents Limited,525.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,07-Jan-19,407400,Glamorgan Gem Limited,500,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,07-Jan-19,421230,Xerox (UK) Limited,"18,745.03",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,07-Jan-19,421230,Xerox (UK) Limited,"-27,748.52",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,07-Jan-19,422100,OCS Group UK Limited,612.85,Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,07-Jan-19,810118,AECOM Limited,"25,244.33",Capital
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,07-Jan-19,810119,AECOM Limited,"19,429.96",Capital
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,07-Jan-19,810119,AECOM Limited,"34,523.55",Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,07-Jan-19,835375,AECOM Limited,"2,646.51",Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,07-Jan-19,835375,AECOM Limited,"2,549.71",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07-Jan-19,842067,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,917.94,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07-Jan-19,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,176.87",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07-Jan-19,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,119.33",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07-Jan-19,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,033.02",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,07-Jan-19,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,889.17,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,07-Jan-19,845003,ASW Property Services Limited,"2,635.18",Capital
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,07-Jan-19,102651,Bridgend County Borough Council,"69,955.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,07-Jan-19,405113,Elaine Hulbert & Ptn t/a Hulbert's Property Services,550.00,Revenue
