Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403138,Stakrak Limited,"1,900.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403138,Stakrak Limited,875.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403138,Stakrak Limited,"1,600.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403138,Wagtail UK Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403158,SMK Building & Maintenance Limited,"8,435.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403302,VIP-System Limited,"7,200.22",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-Apr-2019,405100,ACTL Limited,"1,409.39",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Apr-2019,407107,Dwr Cymru Cyf,538.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01-Apr-2019,407147,Dwr Cymru Cyf,838.79,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,01-Apr-2019,407255,Dwr Cymru Cyf,622.09,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,01-Apr-2019,407260,Dwr Cymru Cyf,550.80,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,420211,LA Directories Limited,"2,395.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,420212,Capita Business Services Limited,"70,362.91",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,420212,Capita Business Services Limited,"1,197.33",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,422100,Sealability Limited,900.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,01-Apr-2019,440520,4Net Technologies Limited,"82,213.11",Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,01-Apr-2019,812314,SysCon Limited,500.00,Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,01-Apr-2019,812322,Qolcom Limited,"2,279.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01-Apr-2019,842177,SAM Drylining Limited,"2,123.25",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260500,Merthyr Tydfil County Borough Council,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-Apr-2019,405100,Duncan M Evans,593.43,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01-Apr-2019,100130,Disclosure and Barring Service,968.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-Apr-2019,215001,Disclosure and Barring Service,616.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260020,Disclosure and Barring Service,"1,126.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260500,Disclosure and Barring Service,968.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,01-Apr-2019,403330,Disclosure and Barring Service,616.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01-Apr-2019,405305,James Andrews Recruitment Solutions Limited,906.50,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,422160,Hays Specialist Recruitment Limited,"1,121.10",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-Apr-2019,422160,Hays Specialist Recruitment Limited,681.75,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260500,Christina Davies T/A Social Work Matters,"2,211.15",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260500,Christina Davies T/A Social Work Matters,"1,671.15",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01-Apr-2019,260500,Mary Jones t/a Assessment Consultancy Training,"1,941.60",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-Apr-2019,365802,Gary P Shaw t/a GP Shaw Taxis,"1,020.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,528.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,513.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,613.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,621.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,1st Grade Care Limited,659.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,584.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,640.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,618.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,658.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,507.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,775.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,All Care (South Wales) Limited,908.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Annwyl Limited t/a Bluebird Care,655.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Annwyl Limited t/a Bluebird Care,732.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Annwyl Limited t/a Bluebird Care,599.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cherish Cymru Limited,562.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cherish Cymru Limited,535.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cherish Cymru Limited,617.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cherish Cymru Limited,637.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,GJ Care & Training Limited,559.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,GJ Care & Training Limited,656.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,GJ Care & Training Limited,623.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,GJ Care & Training Limited,618.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Willowmere Home Care Agency Limited,535.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,216179,All Care (South Wales) Limited,"1,460.11",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,216179,All Care (South Wales) Limited,846.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,216179,All Care (South Wales) Limited,855.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,All Care (South Wales) Limited,505.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,GJ Care & Training Limited,699.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,218321,GJ Care & Training Limited,571.20,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-Apr-2019,100121,GDPR in Schools Limited,796.50,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-Apr-2019,100121,Capita Business Services Limited,"86,106.44",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02-Apr-2019,100758,Millstone Construction (Wales) Limited,"1,740.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101095,Tavistock Woodland Sawmill Limited,830.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101134,RTD Electrical Limited,"1,587.24",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101134,RTD Electrical Limited,702.11,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101137,Academics Limited,535.28,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101137,PEAC (UK) Limited,983.97,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101202,Academics Limited,695.25,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101202,Academics Limited,695.25,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,101202,Wheadon Group Travel Limited,"1,425.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-Apr-2019,102593,Education Umbrella Limited,665.70,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02-Apr-2019,140122,Childcare Vouchers Limited,"25,074.81",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150401,Brake Bros Limited,"9,323.67",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150401,Castell Howell Foods Limited,"9,429.88",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150401,WR Bishop (Tonyrefail) Limited,"2,287.94",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150671,Brake Bros Limited,"4,677.92",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150671,Castell Howell Foods Limited,"2,470.14",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150671,Chapple & Jenkins Limited,"1,942.77",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150671,Peter's Food Service Limited,"1,342.19",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,150671,The Real Wrap Co. Limited,689.34,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,154401,ABM Catering for Leisure Limited,"4,875.00",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02-Apr-2019,154401,Harfield Components Limited,740.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,02-Apr-2019,190052,RT Safety Limited,600.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cartrefi Cymru Co-Operative Limited,"2,832.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,215489,Cartrefi Cymru Co-Operative Limited,"1,026.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Cartrefi Cymru Co-Operative Limited,531.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Cartrefi Cymru Co-Operative Limited,"2,065.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Cartrefi Cymru Co-Operative Limited,"5,864.25",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Consensus Support Services Limited t/a Ty Machen,"1,077.89",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Merricks Private Transport Contractors Limited,753.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Merricks Private Transport Contractors Limited,544.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Apr-2019,217909,Merricks Private Transport Contractors Limited,520.00,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02-Apr-2019,218302,Training In Mind Limited,"4,406.75",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02-Apr-2019,218302,Training In Mind Limited,"2,387.50",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02-Apr-2019,239011,Vale Solicitors Limited,"2,500.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260050,Tully Forensic Psychology Limited,"1,029.52",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260119,Neal Social Care Limited,"4,158.33",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260119,Neal Social Care Limited,"12,041.67",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260130,Wrixon Security Services Limited t/a Wrixon Care,"1,856.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260140,Slater and Gordon UK Limited,"1,200.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Apr-2019,260500,Lexisnexis Risk Solutions Limited,753.22,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02-Apr-2019,301062,G.P.H.I.T (Integrated Services) Limited,520.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02-Apr-2019,301062,G.P.H.I.T (Integrated Services) Limited,540.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02-Apr-2019,301062,G.P.H.I.T (Integrated Services) Limited,"1,620.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02-Apr-2019,301062,G.P.H.I.T (Integrated Services) Limited,540.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325343,Bus Shelters Limited,"4,946.58",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325343,Bus Shelters Limited,"4,946.58",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325351,Garth Plant Hire Limited,"1,106.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325351,Wales Environmental Limited T/A Cardiff Drain Cleaning Co,"1,250.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325353,Calibre Contracting Limited,"2,050.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325353,Calibre Contracting Limited,"1,551.51",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325501,Glamorgan White Lining Limited,650.29,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325600,Calibre Contracting Limited,"1,397.55",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325600,Calibre Contracting Limited,"1,288.65",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325852,Glamorgan White Lining Limited,621.19,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325852,Glamorgan White Lining Limited,"1,461.01",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-Apr-2019,325852,Glamorgan White Lining Limited,557.94,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02-Apr-2019,333013,Urban Leisure Limited,"1,160.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02-Apr-2019,333500,Ace Site Services (UK) Limited,565.00,Revenue
NEW REGENERATION,REGENERATION & PLANNING,02-Apr-2019,354037,Eryri-Bywiol Cyf. t/a Snowdonia-Active,"5,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-Apr-2019,359341,Burner Efficiency Services Limited,"1,401.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-Apr-2019,365786,Cardiff City Transport Services Limited,"111,556.52",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-Apr-2019,365786,Easyway Minicoach Hire Limited,"7,221.99",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"-2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"2,314.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02-Apr-2019,400063,Sky UK Limited,"11,004.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02-Apr-2019,409101,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,975.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02-Apr-2019,409101,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,975.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02-Apr-2019,409101,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,975.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02-Apr-2019,409102,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,788.54,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02-Apr-2019,409102,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,788.54,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02-Apr-2019,420212,MPS Marketing Services Limited,"1,301.35",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02-Apr-2019,421230,Complete Business Solutions Group Limited,886.50,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02-Apr-2019,831553,Capita Property and Infrastructure Limited,"9,124.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-Apr-2019,837212,Ridley Recycling Limited T/A Peter Ridley Waste Systems,"18,395.52",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,235.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,235.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,239.04",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,235.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,239.04",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,196.37",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-Apr-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,239.04",Capital
